bank_id,source_exam,original_number,status,reuse_ready,review_notes,domain,topic,task,task_label,approach,pattern,format,difficulty,stem,option_a,option_b,option_c,option_d,option_e,correct_index_zero_based,correct_letter,correct_answer_text,rationale,source_references,eco_reference,pmbok_reference,page_references,stimulus,case_id,raw_json
D1-150,Diagnostic 1,150,draft,,,process,Blocked Stories,PR8,Process Task 8 - Schedule,adaptive,content,Scenario,Hard,Three high-value stories have been blocked for a week by an external approval. The team continues lower-priority work and velocity remains stable. What should the project manager do first?,"Report green because velocity is stable, using the current summary and documenting the resulting decision path.","Assess the blocked work's release impact, engage the approval owner, and reforecast value delivery rather than relying on velocity.","Add more stories to keep the team utilized, then monitor the outcome through the next reporting cycle.","Move the blocked stories to the next release, then monitor the outcome through the next reporting cycle.",,1,B,"Assess the blocked work's release impact, engage the approval owner, and reforecast value delivery rather than relying on velocity.",Stable velocity can hide a value and schedule threat from blocked critical work.,PMI-PMP-2026-ECO | PR8 Process Task 8 - Schedule | pp. 9-10,PMI-PMP-2026-ECO | PR8 Process Task 8 - Schedule | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Blocked Stories"",""task"":""PR8"",""a"":""adaptive"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Hard"",""q"":""Three high-value stories have been blocked for a week by an external approval. The team continues lower-priority work and velocity remains stable. What should the project manager do first?"",""o"":[""Report green because velocity is stable, using the current summary and documenting the resulting decision path."",""Assess the blocked work's release impact, engage the approval owner, and reforecast value delivery rather than relying on velocity."",""Add more stories to keep the team utilized, then monitor the outcome through the next reporting cycle."",""Move the blocked stories to the next release, then monitor the outcome through the next reporting cycle.""],""x"":1,""r"":""Stable velocity can hide a value and schedule threat from blocked critical work."",""rule"":""Schedule control uses evidence, blockers, variance, forecasts, and transparent corrective action."",""taskLabel"":""Process Task 8 - Schedule""}"
D1-151,Diagnostic 1,151,draft,,,process,Residual Defects,PR10,Process Task 10 - Closure,predictive,content,Scenario,Moderate,The customer accepts a release with three known low-severity defects. The contract allows deferred correction if ownership and dates are documented. What should the project manager do before closure?,"Keep the project open until every defect is corrected, while monitoring the exposure and updating the relevant project records.","Move the defects to lessons learned, then monitor the outcome through the next reporting cycle.","Document acceptance, owners, due dates, funding, and transition of the residual work according to the agreement.","Close immediately because the customer accepted, while documenting the assumptions and communicating the decision to affected stakeholders.",,2,C,"Document acceptance, owners, due dates, funding, and transition of the residual work according to the agreement.",Accepted residual work must be explicitly transitioned and governed.,PMI-PMP-2026-ECO | PR10 Process Task 10 - Closure | pp. 9-10,PMI-PMP-2026-ECO | PR10 Process Task 10 - Closure | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Residual Defects"",""task"":""PR10"",""a"":""predictive"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Moderate"",""q"":""The customer accepts a release with three known low-severity defects. The contract allows deferred correction if ownership and dates are documented. What should the project manager do before closure?"",""o"":[""Keep the project open until every defect is corrected, while monitoring the exposure and updating the relevant project records."",""Move the defects to lessons learned, then monitor the outcome through the next reporting cycle."",""Document acceptance, owners, due dates, funding, and transition of the residual work according to the agreement."",""Close immediately because the customer accepted, while documenting the assumptions and communicating the decision to affected stakeholders.""],""x"":2,""r"":""Accepted residual work must be explicitly transitioned and governed."",""rule"":""Closure requires acceptance, transition, lessons learned, and administrative closeout."",""taskLabel"":""Process Task 10 - Closure""}"
D1-152,Diagnostic 1,152,draft,,,process,Gold Plating,PR2,Process Task 2 - Scope,predictive,content,Scenario,Moderate-Hard,A developer adds a sophisticated export function that was not requested because it may impress the customer. It adds no schedule delay but requires future support. What should the project manager do?,"Keep it because it does not affect the schedule, while monitoring the exposure and updating the relevant project records.","Demonstrate it to the customer and seek retroactive acceptance, while documenting the assumptions and communicating the decision to affected stakeholders.","Record it as an innovation and update the product documentation, while documenting the assumptions and communicating the decision to affected stakeholders.","Stop the unauthorized addition, evaluate whether it creates value, and route it through scope control if the customer wants it.",,3,D,"Stop the unauthorized addition, evaluate whether it creates value, and route it through scope control if the customer wants it.",Unrequested functionality creates scope and lifecycle obligations even when current effort is small.,PMI-PMP-2026-ECO | PR2 Process Task 2 - Scope | pp. 9-10,PMI-PMP-2026-ECO | PR2 Process Task 2 - Scope | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Gold Plating"",""task"":""PR2"",""a"":""predictive"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Moderate-Hard"",""q"":""A developer adds a sophisticated export function that was not requested because it may impress the customer. It adds no schedule delay but requires future support. What should the project manager do?"",""o"":[""Keep it because it does not affect the schedule, while monitoring the exposure and updating the relevant project records."",""Demonstrate it to the customer and seek retroactive acceptance, while documenting the assumptions and communicating the decision to affected stakeholders."",""Record it as an innovation and update the product documentation, while documenting the assumptions and communicating the decision to affected stakeholders."",""Stop the unauthorized addition, evaluate whether it creates value, and route it through scope control if the customer wants it.""],""x"":3,""r"":""Unrequested functionality creates scope and lifecycle obligations even when current effort is small."",""rule"":""Scope must be agreed, controlled, and verified before unmanaged work enters delivery."",""taskLabel"":""Process Task 2 - Scope""}"
D1-153,Diagnostic 1,153,draft,,,process,Portfolio Resource Conflict,PR4,Process Task 4 - Resources,hybrid,content,Scenario,Moderate-Hard,"A portfolio manager reallocates two developers to a higher-priority initiative. The project manager has no authority to reverse the decision, and the release forecast may slip. What should the project manager do first?","Reforecast the impact, identify scope and sequencing options, and present the tradeoff through portfolio governance.",Escalate the developers' reassignment as a violation of the resource plan.,"Ask the remaining team to work overtime, while documenting the assumptions and communicating the decision to affected stakeholders.","Reduce testing to protect the release date, then monitor the outcome through the next reporting cycle.",,0,A,"Reforecast the impact, identify scope and sequencing options, and present the tradeoff through portfolio governance.","The allocation decision is outside project authority, so governance needs quantified options.",PMI-PMP-2026-ECO | PR4 Process Task 4 - Resources | pp. 9-10,PMI-PMP-2026-ECO | PR4 Process Task 4 - Resources | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Portfolio Resource Conflict"",""task"":""PR4"",""a"":""hybrid"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Moderate-Hard"",""q"":""A portfolio manager reallocates two developers to a higher-priority initiative. The project manager has no authority to reverse the decision, and the release forecast may slip. What should the project manager do first?"",""o"":[""Reforecast the impact, identify scope and sequencing options, and present the tradeoff through portfolio governance."",""Escalate the developers' reassignment as a violation of the resource plan."",""Ask the remaining team to work overtime, while documenting the assumptions and communicating the decision to affected stakeholders."",""Reduce testing to protect the release date, then monitor the outcome through the next reporting cycle.""],""x"":0,""r"":""The allocation decision is outside project authority, so governance needs quantified options."",""rule"":""Resource choices start with need, capability, availability, and constraints."",""taskLabel"":""Process Task 4 - Resources""}"
D1-154,Diagnostic 1,154,draft,,,process,Cost of Quality,PR6,Process Task 6 - Finance,predictive,mindset,Scenario,Moderate,The sponsor proposes removing independent testing to reduce a forecast overrun. Defect escape costs have already increased. What should the project manager do first?,"Remove testing because the sponsor owns the budget, while documenting the assumptions and communicating the decision to affected stakeholders.","Quantify prevention, appraisal, rework, and failure-cost tradeoffs and present options through the cost and quality decision path.","Reject the proposal because quality activities can never change, and present the resulting cost and schedule impact at the next governance review.","Use contingency reserve to preserve all testing unchanged, then monitor the outcome through the next reporting cycle.",,1,B,"Quantify prevention, appraisal, rework, and failure-cost tradeoffs and present options through the cost and quality decision path.",The decision should be based on total cost of quality and authorized tradeoffs.,PMI-PMP-2026-ECO | PR6 Process Task 6 - Finance | pp. 9-10,PMI-PMP-2026-ECO | PR6 Process Task 6 - Finance | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Cost of Quality"",""task"":""PR6"",""a"":""predictive"",""pattern"":""mindset"",""format"":""Scenario"",""difficulty"":""Moderate"",""q"":""The sponsor proposes removing independent testing to reduce a forecast overrun. Defect escape costs have already increased. What should the project manager do first?"",""o"":[""Remove testing because the sponsor owns the budget, while documenting the assumptions and communicating the decision to affected stakeholders."",""Quantify prevention, appraisal, rework, and failure-cost tradeoffs and present options through the cost and quality decision path."",""Reject the proposal because quality activities can never change, and present the resulting cost and schedule impact at the next governance review."",""Use contingency reserve to preserve all testing unchanged, then monitor the outcome through the next reporting cycle.""],""x"":1,""r"":""The decision should be based on total cost of quality and authorized tradeoffs."",""rule"":""Financial decisions use baselines, forecasts, reserves, and governance."",""taskLabel"":""Process Task 6 - Finance""}"
D1-155,Diagnostic 1,155,draft,,,process,Negative Float,PR8,Process Task 8 - Schedule,adaptive,content,Scenario,Hard,The network schedule shows 15 days of negative float after a regulatory review was added. The sponsor asks the project manager to remove contingency activities from the plan. What should the project manager do first?,"Remove contingency activities because they are not deliverables, while documenting the assumptions and communicating the decision to affected stakeholders.","Rebaseline the finish date to eliminate negative float, then monitor the outcome through the next reporting cycle.","Analyze the critical path and compression options, including risk and cost consequences, before recommending a controlled schedule response.","Ask the regulator to shorten the review, while documenting the assumptions and communicating the decision to affected stakeholders.",,2,C,"Analyze the critical path and compression options, including risk and cost consequences, before recommending a controlled schedule response.","Negative float calls for evidence-based schedule analysis, not cosmetic plan changes.",PMI-PMP-2026-ECO | PR8 Process Task 8 - Schedule | pp. 9-10,PMI-PMP-2026-ECO | PR8 Process Task 8 - Schedule | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Negative Float"",""task"":""PR8"",""a"":""adaptive"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Hard"",""q"":""The network schedule shows 15 days of negative float after a regulatory review was added. The sponsor asks the project manager to remove contingency activities from the plan. What should the project manager do first?"",""o"":[""Remove contingency activities because they are not deliverables, while documenting the assumptions and communicating the decision to affected stakeholders."",""Rebaseline the finish date to eliminate negative float, then monitor the outcome through the next reporting cycle."",""Analyze the critical path and compression options, including risk and cost consequences, before recommending a controlled schedule response."",""Ask the regulator to shorten the review, while documenting the assumptions and communicating the decision to affected stakeholders.""],""x"":2,""r"":""Negative float calls for evidence-based schedule analysis, not cosmetic plan changes."",""rule"":""Schedule control uses evidence, blockers, variance, forecasts, and transparent corrective action."",""taskLabel"":""Process Task 8 - Schedule""}"
D1-156,Diagnostic 1,156,draft,,,process,Records Retention,PR10,Process Task 10 - Closure,predictive,content,Scenario,Moderate,"A regulated project is complete, but final evidence is stored across personal drives and the retention repository is incomplete. What should the project manager do?","Close and ask records management to collect files later, while documenting the assumptions and communicating the decision to affected stakeholders.","Archive only the signed deliverables, while documenting the assumptions and communicating the decision to affected stakeholders.","Ask each team member to retain personal copies, while documenting the assumptions and communicating the decision to affected stakeholders.",Consolidate and verify required records in the controlled repository before administrative closure.,,3,D,Consolidate and verify required records in the controlled repository before administrative closure.,"Administrative closure includes complete, controlled records.",PMI-PMP-2026-ECO | PR10 Process Task 10 - Closure | pp. 9-10,PMI-PMP-2026-ECO | PR10 Process Task 10 - Closure | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Records Retention"",""task"":""PR10"",""a"":""predictive"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Moderate"",""q"":""A regulated project is complete, but final evidence is stored across personal drives and the retention repository is incomplete. What should the project manager do?"",""o"":[""Close and ask records management to collect files later, while documenting the assumptions and communicating the decision to affected stakeholders."",""Archive only the signed deliverables, while documenting the assumptions and communicating the decision to affected stakeholders."",""Ask each team member to retain personal copies, while documenting the assumptions and communicating the decision to affected stakeholders."",""Consolidate and verify required records in the controlled repository before administrative closure.""],""x"":3,""r"":""Administrative closure includes complete, controlled records."",""rule"":""Closure requires acceptance, transition, lessons learned, and administrative closeout."",""taskLabel"":""Process Task 10 - Closure""}"
D1-157,Diagnostic 1,157,draft,,,process,Scope Validation Evidence,PR2,Process Task 2 - Scope,predictive,content,Scenario,Moderate-Hard,"The customer verbally says a deliverable looks acceptable, but the contract requires documented acceptance against test results. The sponsor wants to move to the next phase. What should the project manager do?",Obtain the required formal validation and acceptance evidence before closing the deliverable and advancing the gate.,"Proceed based on the customer's verbal approval, while monitoring the exposure and updating the relevant project records.","Ask the sponsor to waive the acceptance evidence, using the current summary and documenting the resulting decision path.","Advance the phase and collect signatures during final closure, while documenting the assumptions and communicating the decision to affected stakeholders.",,0,A,Obtain the required formal validation and acceptance evidence before closing the deliverable and advancing the gate.,Formal acceptance requirements must be met before the gate is passed.,PMI-PMP-2026-ECO | PR2 Process Task 2 - Scope | pp. 9-10,PMI-PMP-2026-ECO | PR2 Process Task 2 - Scope | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Scope Validation Evidence"",""task"":""PR2"",""a"":""predictive"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Moderate-Hard"",""q"":""The customer verbally says a deliverable looks acceptable, but the contract requires documented acceptance against test results. The sponsor wants to move to the next phase. What should the project manager do?"",""o"":[""Obtain the required formal validation and acceptance evidence before closing the deliverable and advancing the gate."",""Proceed based on the customer's verbal approval, while monitoring the exposure and updating the relevant project records."",""Ask the sponsor to waive the acceptance evidence, using the current summary and documenting the resulting decision path."",""Advance the phase and collect signatures during final closure, while documenting the assumptions and communicating the decision to affected stakeholders.""],""x"":0,""r"":""Formal acceptance requirements must be met before the gate is passed."",""rule"":""Scope must be agreed, controlled, and verified before unmanaged work enters delivery."",""taskLabel"":""Process Task 2 - Scope""}"
D1-158,Diagnostic 1,158,draft,,,process,Onboarding Readiness,PR4,Process Task 4 - Resources,hybrid,content,Scenario,Moderate-Hard,New team members have completed orientation but have not demonstrated competence in a complex deployment procedure. The schedule assumes they will work independently next week. What should the project manager do?,"Keep the schedule because orientation is complete, while monitoring the exposure and updating the relevant project records.",Validate competence through supervised practice and adjust assignments or support until readiness is demonstrated.,"Assign the procedure and monitor the outcome, then monitor the outcome through the next reporting cycle.","Ask the functional manager to certify them administratively, while documenting the assumptions and communicating the decision to affected stakeholders.",,1,B,Validate competence through supervised practice and adjust assignments or support until readiness is demonstrated.,Training completion is not the same as demonstrated capability.,PMI-PMP-2026-ECO | PR4 Process Task 4 - Resources | pp. 9-10,PMI-PMP-2026-ECO | PR4 Process Task 4 - Resources | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Onboarding Readiness"",""task"":""PR4"",""a"":""hybrid"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Moderate-Hard"",""q"":""New team members have completed orientation but have not demonstrated competence in a complex deployment procedure. The schedule assumes they will work independently next week. What should the project manager do?"",""o"":[""Keep the schedule because orientation is complete, while monitoring the exposure and updating the relevant project records."",""Validate competence through supervised practice and adjust assignments or support until readiness is demonstrated."",""Assign the procedure and monitor the outcome, then monitor the outcome through the next reporting cycle."",""Ask the functional manager to certify them administratively, while documenting the assumptions and communicating the decision to affected stakeholders.""],""x"":1,""r"":""Training completion is not the same as demonstrated capability."",""rule"":""Resource choices start with need, capability, availability, and constraints."",""taskLabel"":""Process Task 4 - Resources""}"
D1-159,Diagnostic 1,159,draft,,,process,Benefits Funding,PR6,Process Task 6 - Finance,predictive,mindset,Scenario,Moderate,"Operations asks the project to fund six months of post-launch benefit measurement, but the approved project budget covers only transition. No benefits owner has accepted the cost. What should the project manager do?","Use remaining contingency reserve to cover the measurement period, then monitor the outcome through the next reporting cycle.","Assign the project team to measure benefits after closure, then monitor the outcome through the next reporting cycle.",Clarify ownership and funding for benefit measurement through the transition and governance process before committing project funds.,"Omit measurement because the deliverables will be accepted, while documenting the assumptions and communicating the decision to affected stakeholders.",,2,C,Clarify ownership and funding for benefit measurement through the transition and governance process before committing project funds.,"Benefit measurement requires explicit ownership and funding, not an informal extension of project cost.",PMI-PMP-2026-ECO | PR6 Process Task 6 - Finance | pp. 9-10,PMI-PMP-2026-ECO | PR6 Process Task 6 - Finance | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Benefits Funding"",""task"":""PR6"",""a"":""predictive"",""pattern"":""mindset"",""format"":""Scenario"",""difficulty"":""Moderate"",""q"":""Operations asks the project to fund six months of post-launch benefit measurement, but the approved project budget covers only transition. No benefits owner has accepted the cost. What should the project manager do?"",""o"":[""Use remaining contingency reserve to cover the measurement period, then monitor the outcome through the next reporting cycle."",""Assign the project team to measure benefits after closure, then monitor the outcome through the next reporting cycle."",""Clarify ownership and funding for benefit measurement through the transition and governance process before committing project funds."",""Omit measurement because the deliverables will be accepted, while documenting the assumptions and communicating the decision to affected stakeholders.""],""x"":2,""r"":""Benefit measurement requires explicit ownership and funding, not an informal extension of project cost."",""rule"":""Financial decisions use baselines, forecasts, reserves, and governance."",""taskLabel"":""Process Task 6 - Finance""}"
D1-160,Diagnostic 1,160,draft,,,process,Milestone Performance,PR8,Process Task 8 - Schedule,adaptive,content,Scenario,Hard,"A milestone was met on time, but predecessor tasks used undocumented workarounds and successor estimates assume normal productivity. What should the project manager do first?","Report the milestone as green because it was achieved, using the current summary and documenting the resulting decision path.","Add the workaround to lessons learned and continue, then monitor the outcome through the next reporting cycle.","Increase successor durations as a precaution, while documenting the assumptions and communicating the decision to affected stakeholders.",Assess the workaround's residual impacts and update the forward forecast before reporting the schedule as healthy.,,3,D,Assess the workaround's residual impacts and update the forward forecast before reporting the schedule as healthy.,A milestone date alone does not establish sustainable schedule health.,PMI-PMP-2026-ECO | PR8 Process Task 8 - Schedule | pp. 9-10,PMI-PMP-2026-ECO | PR8 Process Task 8 - Schedule | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Milestone Performance"",""task"":""PR8"",""a"":""adaptive"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Hard"",""q"":""A milestone was met on time, but predecessor tasks used undocumented workarounds and successor estimates assume normal productivity. What should the project manager do first?"",""o"":[""Report the milestone as green because it was achieved, using the current summary and documenting the resulting decision path."",""Add the workaround to lessons learned and continue, then monitor the outcome through the next reporting cycle."",""Increase successor durations as a precaution, while documenting the assumptions and communicating the decision to affected stakeholders."",""Assess the workaround's residual impacts and update the forward forecast before reporting the schedule as healthy.""],""x"":3,""r"":""A milestone date alone does not establish sustainable schedule health."",""rule"":""Schedule control uses evidence, blockers, variance, forecasts, and transparent corrective action."",""taskLabel"":""Process Task 8 - Schedule""}"
D1-161,Diagnostic 1,161,draft,,,process,Resource Release,PR10,Process Task 10 - Closure,predictive,content,Scenario,Moderate,A functional manager requests immediate release of the project team. Final knowledge transfer and one transition rehearsal remain incomplete. What should the project manager do?,Complete or formally replan the remaining closure and transition obligations before releasing critical resources.,"Release the team because the functional manager owns resources, then update the affected plans and communicate the rationale to stakeholders.","Keep all resources until the sponsor signs final closure, while monitoring the exposure and updating the relevant project records.","Transfer the remaining work to operations without validation, then monitor the outcome through the next reporting cycle.",,0,A,Complete or formally replan the remaining closure and transition obligations before releasing critical resources.,Resources should be released in a way that protects required transition and closure work.,PMI-PMP-2026-ECO | PR10 Process Task 10 - Closure | pp. 9-10,PMI-PMP-2026-ECO | PR10 Process Task 10 - Closure | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Resource Release"",""task"":""PR10"",""a"":""predictive"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Moderate"",""q"":""A functional manager requests immediate release of the project team. Final knowledge transfer and one transition rehearsal remain incomplete. What should the project manager do?"",""o"":[""Complete or formally replan the remaining closure and transition obligations before releasing critical resources."",""Release the team because the functional manager owns resources, then update the affected plans and communicate the rationale to stakeholders."",""Keep all resources until the sponsor signs final closure, while monitoring the exposure and updating the relevant project records."",""Transfer the remaining work to operations without validation, then monitor the outcome through the next reporting cycle.""],""x"":0,""r"":""Resources should be released in a way that protects required transition and closure work."",""rule"":""Closure requires acceptance, transition, lessons learned, and administrative closeout."",""taskLabel"":""Process Task 10 - Closure""}"
D1-162,Diagnostic 1,162,draft,,,process,Prototype Assumption,PR2,Process Task 2 - Scope,predictive,content,Scenario,Moderate-Hard,"A prototype assumption has been treated as a final requirement, and the team has begun building against it. The customer has not confirmed the behavior. What should the project manager do first?","Continue because the prototype was previously demonstrated, while monitoring the exposure and updating the relevant project records.","Pause affected commitment, clarify and validate the requirement with the customer, and assess any resulting rework or change.","Convert the assumption directly into a requirement and update the traceability matrix, while documenting the assumptions and communicating the decision to affected stakeholders.","Ask the sponsor to decide the desired behavior, using the current summary and documenting the resulting decision path.",,1,B,"Pause affected commitment, clarify and validate the requirement with the customer, and assess any resulting rework or change.",An unvalidated assumption should not continue driving scope.,PMI-PMP-2026-ECO | PR2 Process Task 2 - Scope | pp. 9-10,PMI-PMP-2026-ECO | PR2 Process Task 2 - Scope | pp. 9-10,,pp. 9-10,,,"{""d"":""process"",""t"":""Prototype Assumption"",""task"":""PR2"",""a"":""predictive"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Moderate-Hard"",""q"":""A prototype assumption has been treated as a final requirement, and the team has begun building against it. The customer has not confirmed the behavior. What should the project manager do first?"",""o"":[""Continue because the prototype was previously demonstrated, while monitoring the exposure and updating the relevant project records."",""Pause affected commitment, clarify and validate the requirement with the customer, and assess any resulting rework or change."",""Convert the assumption directly into a requirement and update the traceability matrix, while documenting the assumptions and communicating the decision to affected stakeholders."",""Ask the sponsor to decide the desired behavior, using the current summary and documenting the resulting decision path.""],""x"":1,""r"":""An unvalidated assumption should not continue driving scope."",""rule"":""Scope must be agreed, controlled, and verified before unmanaged work enters delivery."",""taskLabel"":""Process Task 2 - Scope""}"
D1-163,Diagnostic 1,163,draft,,,business,Sustainable Supply Chain Governance,BE1,Business Environment Task 1 - Governance,predictive,content,Case,Hard,Which governance principle is most important when deciding whether to replace the sustainable substrate with conventional plastic?,"The procurement director may decide because the purchase order remains within the approved sourcing budget, while documenting the assumptions and communicating the decision to affected stakeholders.","The project manager may decide because sustainability is part of integrated delivery planning, while documenting the assumptions and communicating the decision to affected stakeholders.",The decision exceeds functional procurement authority because it changes a strategic business-case commitment and must be made by the authorized governance body.,"The sponsor may verbally waive the ESG commitment if the current cost baseline is threatened, while documenting the assumptions and communicating the decision to affected stakeholders.",,2,C,The decision exceeds functional procurement authority because it changes a strategic business-case commitment and must be made by the authorized governance body.,A strategic benefit commitment cannot be traded away through local procurement or informal direction; the decision belongs to authorized governance.,PMI-PMP-2026-ECO | BE1 Business Environment Task 1 - Governance | pp. 11-12,PMI-PMP-2026-ECO | BE1 Business Environment Task 1 - Governance | pp. 11-12,,pp. 11-12,,,"{""d"":""business"",""t"":""Sustainable Supply Chain Governance"",""task"":""BE1"",""a"":""predictive"",""pattern"":""content"",""format"":""Case"",""difficulty"":""Hard"",""q"":""Which governance principle is most important when deciding whether to replace the sustainable substrate with conventional plastic?"",""o"":[""The procurement director may decide because the purchase order remains within the approved sourcing budget, while documenting the assumptions and communicating the decision to affected stakeholders."",""The project manager may decide because sustainability is part of integrated delivery planning, while documenting the assumptions and communicating the decision to affected stakeholders."",""The decision exceeds functional procurement authority because it changes a strategic business-case commitment and must be made by the authorized governance body."",""The sponsor may verbally waive the ESG commitment if the current cost baseline is threatened, while documenting the assumptions and communicating the decision to affected stakeholders.""],""x"":2,""r"":""A strategic benefit commitment cannot be traded away through local procurement or informal direction; the decision belongs to authorized governance."",""rule"":""Governance defines decision rights, thresholds, success measures, and escalation paths."",""taskLabel"":""Business Environment Task 1 - Governance"",""caseHtml"":""<h3>Case: Sustainable Supply Chain Shift</h3><p>An international manufacturing project is transitioning a packaging pipeline to 100% biodegradable materials to satisfy a corporate ESG commitment. The engineering baseline is solid, but a sudden maritime logistics crisis has increased the cost of the sustainable substrate by 35%.</p><ul><li>Business Case Target: Achieve net-zero packaging footprint within the current fiscal year.</li><li>Baseline Status: CPI is 0.81; SPI is 0.98.</li><li>Operations Constraint: Conventional plastic stock is readily available locally at the original budgeted cost.</li><li>Stakeholder Signal: The procurement director is independently issuing a purchase order for conventional plastic to correct the cost variance.</li></ul>""}"
D1-164,Diagnostic 1,164,draft,,,business,Repeatable Improvement,BE6,Business Environment Task 6 - Continuous improvement,predictive,content,Scenario,Moderate-Hard,A team reduced handoff defects with a readiness checklist. Another workstream is about to begin the same type of handoff. What should the project manager do?,"Mandate the identical checklist without modification, while documenting the assumptions and communicating the decision to affected stakeholders.","Wait until the second workstream experiences defects, while monitoring the exposure and updating the relevant project records.","Store the lesson for final project closure, while documenting the assumptions and communicating the decision to affected stakeholders.","Share the evidence, adapt the checklist to the new context, and define measures to verify whether the improvement works there.",,3,D,"Share the evidence, adapt the checklist to the new context, and define measures to verify whether the improvement works there.",Continuous improvement uses evidence during delivery and verifies transfer to the new context.,PMI-PMP-2026-ECO | BE6 Business Environment Task 6 - Continuous improvement | pp. 11-12,PMI-PMP-2026-ECO | BE6 Business Environment Task 6 - Continuous improvement | pp. 11-12,,pp. 11-12,,,"{""d"":""business"",""t"":""Repeatable Improvement"",""task"":""BE6"",""a"":""predictive"",""pattern"":""content"",""format"":""Scenario"",""difficulty"":""Moderate-Hard"",""q"":""A team reduced handoff defects with a readiness checklist. Another workstream is about to begin the same type of handoff. What should the project manager do?"",""o"":[""Mandate the identical checklist without modification, while documenting the assumptions and communicating the decision to affected stakeholders."",""Wait until the second workstream experiences defects, while monitoring the exposure and updating the relevant project records."",""Store the lesson for final project closure, while documenting the assumptions and communicating the decision to affected stakeholders."",""Share the evidence, adapt the checklist to the new context, and define measures to verify whether the improvement works there.""],""x"":3,""r"":""Continuous improvement uses evidence during delivery and verifies transfer to the new context."",""rule"":""Continuous improvement uses evidence and lessons learned to improve future work."",""taskLabel"":""Business Environment Task 6 - Continuous improvement""}"
D1-165,Diagnostic 1,165,draft,,,business,Triggered Response,BE5,Business Environment Task 5 - Risk,hybrid,risk,Scenario,Moderate-Hard,"A named supplier risk trigger occurs, and the approved response is still valid. What should the project manager do next?","Execute the approved response, update the risk and issue information, and monitor residual exposure.","Reassess whether the trigger should count before acting, while documenting the assumptions and communicating the decision to affected stakeholders.","Escalate to the sponsor for a new response decision, using the current summary and documenting the resulting decision path.",Keep the item in the risk register until impact is confirmed.,,0,A,"Execute the approved response, update the risk and issue information, and monitor residual exposure.","When the trigger occurs and the response remains valid, the response should be executed and tracked.",PMI-PMP-2026-ECO | BE5 Business Environment Task 5 - Risk | pp. 11-12,PMI-PMP-2026-ECO | BE5 Business Environment Task 5 - Risk | pp. 11-12,,pp. 11-12,,,"{""d"":""business"",""t"":""Triggered Response"",""task"":""BE5"",""a"":""hybrid"",""pattern"":""risk"",""format"":""Scenario"",""difficulty"":""Moderate-Hard"",""q"":""A named supplier risk trigger occurs, and the approved response is still valid. What should the project manager do next?"",""o"":[""Execute the approved response, update the risk and issue information, and monitor residual exposure."",""Reassess whether the trigger should count before acting, while documenting the assumptions and communicating the decision to affected stakeholders."",""Escalate to the sponsor for a new response decision, using the current summary and documenting the resulting decision path."",""Keep the item in the risk register until impact is confirmed.""],""x"":0,""r"":""When the trigger occurs and the response remains valid, the response should be executed and tracked."",""rule"":""Risk work is proactive before the trigger and issue management after realization."",""taskLabel"":""Business Environment Task 5 - Risk""}"
